Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly) 
 06/21  19:00:00,14.0875,24.66783772726187 
 06/21  20:00:00,14.2125,24.255696312148737 
 06/21  21:00:00,14.4,23.965267526157264 
 06/21  22:00:00,15.15,23.796036415513016 
 06/21  23:00:00,14.85,23.590831763231905 
 06/21  24:00:00,14.4,23.36544186952279 
 06/22  01:00:00,13.712500000000003,23.15409634733892 
 06/22  02:00:00,12.9875,22.8734509958335 
 06/22  03:00:00,12.425,22.60233968312035 
 06/22  04:00:00,11.8875,22.37406737401007 
 06/22  05:00:00,12.3875,22.20839188360361 
 06/22  06:00:00,13.1125,22.29270739707245 
 06/22  07:00:00,15.425,22.473997473193856 
 06/22  08:00:00,17.3875,22.812491315837045 
 06/22  09:00:00,19.175,23.080278027467324 
 06/22  10:00:00,21.375,23.417712717391497 
 06/22  11:00:00,22.8875,23.897255069024625 
 06/22  12:00:00,23.674999999999998,24.06513059824515 
 06/22  13:00:00,24.5875,24.15998923096797 
 06/22  14:00:00,23.624999999999998,24.27705123620305 
 06/22  15:00:00,21.737500000000006,24.346253657119939 
 06/22  16:00:00,22.475,24.386438159870204 
 06/22  17:00:00,23.674999999999998,24.567668365224195 
 06/22  18:00:00,22.525,24.689249293273858 
 06/22  19:00:00,21.324999999999997,24.432162451310448 
 06/22  20:00:00,20.7875,24.049041689589786 
 06/22  21:00:00,19.5375,23.753109573304135 
 06/22  22:00:00,16.4625,23.385440074397108 
 06/22  23:00:00,14.312499999999999,23.02672297408382 
 06/22  24:00:00,12.837499999999999,22.737805677063215 
 06/23  01:00:00,12.2,22.391271993151489 
 06/23  02:00:00,11.8875,22.085507157356675 
 06/23  03:00:00,11.7,21.865515474804128 
 06/23  04:00:00,12.3875,21.638894465564364 
 06/23  05:00:00,12.425,21.582186278894477 
 06/23  06:00:00,13.2625,21.84248724161032 
 06/23  07:00:00,14.5875,22.418283577328525 
 06/23  08:00:00,16.0625,22.977843864218217 
 06/23  09:00:00,18.074999999999997,23.550666454633807 
 06/23  10:00:00,20.275,24.038847923053966 
 06/23  11:00:00,22.85,24.285062855416109 
 06/23  12:00:00,24.9625,24.588749704546009 
 06/23  13:00:00,25.9125,24.752925871952394 
 06/23  14:00:00,26.7875,25.04322619221046 
 06/23  15:00:00,27.575,25.358920922961546 
 06/23  16:00:00,27.8,25.574508562504574 
 06/23  17:00:00,26.425000000000006,25.72758138174046 
 06/23  18:00:00,24.85,25.59326098538894 
 06/23  19:00:00,23.7125,25.430733638836189 
 06/23  20:00:00,21.612500000000006,25.016016819546523 
 06/23  21:00:00,20.225,24.592813063018178 
 06/23  22:00:00,19.3125,24.395693835574968 
 06/23  23:00:00,17.8375,24.17640820648932 
 06/23  24:00:00,16.8875,23.927080747088377 
 06/24  01:00:00,17.3875,23.754168759020446 
 06/24  02:00:00,17.8,23.6673592207974 
 06/24  03:00:00,16.425,23.47259105198183 
 06/24  04:00:00,15.225,23.1325964905829 
 06/24  05:00:00,14.312499999999999,22.94269697679576 
 06/24  06:00:00,14.5875,23.509571669863325 
 06/24  07:00:00,16.75,24.278078790187 
 06/24  08:00:00,19.175,24.790939293864694 
 06/24  09:00:00,22.062499999999998,25.299972413270937 
 06/24  10:00:00,25.425,25.96642365626096 
 06/24  11:00:00,27.3875,26.404419559200936 
 06/24  12:00:00,28.1125,26.85719353043773 
 06/24  13:00:00,29.3625,27.063419242637637 
 06/24  14:00:00,31.062500000000005,27.384995765285905 
 06/24  15:00:00,32.0125,27.880349481530783 
 06/24  16:00:00,32.2,28.132372125934219 
 06/24  17:00:00,31.200000000000004,27.92190980738527 
 06/24  18:00:00,28.85,27.611012786486329 
 06/24  19:00:00,26.425000000000006,27.306015713340565 
 06/24  20:00:00,24.725,27.00610389678543 
 06/24  21:00:00,23.6375,26.79373027056532 
 06/24  22:00:00,23.674999999999998,26.66891309348426 
 06/24  23:00:00,24.2125,26.61859365603874 
 06/24  24:00:00,23.7125,26.541211547371625 
 06/25  01:00:00,23.3,26.395720730469578 
 06/25  02:00:00,19.4875,26.134264249599558 
 06/25  03:00:00,18.574999999999997,25.73515174048193 
 06/25  04:00:00,19.775,25.645238855710148 
 06/25  05:00:00,17.25,25.477172373465625 
 06/25  06:00:00,18.35,25.624692344965437 
 06/25  07:00:00,22.062499999999998,26.077879213871776 
 06/25  08:00:00,25.425,26.55967397673949 
 06/25  09:00:00,27.3875,26.79477579944166 
 06/25  10:00:00,29.175,27.14420327763397 
 06/25  11:00:00,30.6875,27.513182743313974 
 06/25  12:00:00,32.475,27.87260958726561 
 06/25  13:00:00,33.9875,28.182788867249586 
 06/25  14:00:00,34.775,28.572034423221206 
 06/25  15:00:00,35.0,28.839875000603308 
 06/25  16:00:00,33.9375,28.979461166037205 
 06/25  17:00:00,32.9875,28.923983474704618 
 06/25  18:00:00,31.737500000000006,28.886867950653597 
 06/25  19:00:00,30.4125,28.75867696897891 
 06/25  20:00:00,28.624999999999998,28.536116971241868 
 06/25  21:00:00,25.362499999999998,28.19059147207007 
 06/25  22:00:00,23.3375,27.906741295851459 
 06/25  23:00:00,22.500000000000005,27.711119120961599 
 06/25  24:00:00,21.8875,27.528277152559754 
 06/26  01:00:00,21.0125,27.33265321243406 
 06/26  02:00:00,19.85,27.0800864250861 
 06/26  03:00:00,19.4,26.844158497587743 
 06/26  04:00:00,18.712500000000003,26.6305522932871 
 06/26  05:00:00,16.2375,26.31449501374299 
 06/26  06:00:00,15.687500000000002,26.093561486734985 
 06/26  07:00:00,15.0375,26.162950273031528 
 06/26  08:00:00,15.4625,26.24892261206101 
 06/26  09:00:00,17.85,26.408238469821144 
 06/26  10:00:00,19.9625,27.206728561064897 
 06/26  11:00:00,23.725,28.093847511869428 
 06/26  12:00:00,27.6625,28.40278651612659 
 06/26  13:00:00,31.649999999999996,28.332183500636466 
 06/26  14:00:00,33.3,28.42141393465596 
 06/26  15:00:00,33.3,28.573124134954626 
 06/26  16:00:00,32.6125,28.662971141959564 
 06/26  17:00:00,30.825,28.64348119368217 
 06/26  18:00:00,29.625,28.527172547202967 
 06/26  19:00:00,28.7125,28.41230061338758 
 06/26  20:00:00,24.8625,28.150809786918154 
 06/26  21:00:00,23.1125,27.786160110208877 
 06/26  22:00:00,23.3,27.651448390928687 
 06/26  23:00:00,21.612500000000006,27.485571144987785 
 06/26  24:00:00,19.1625,27.20258818458854 
 06/27  01:00:00,16.925000000000006,26.858236194546547 
 06/27  02:00:00,16.1,26.5167688095446 
 06/27  03:00:00,15.0375,26.251376434228495 
 06/27  04:00:00,14.0875,25.93894184740956 
 06/27  05:00:00,14.5875,25.680773677577414 
 06/27  06:00:00,14.312499999999999,25.62348539185266 
 06/27  07:00:00,15.649999999999999,25.9311836833632 
 06/27  08:00:00,18.074999999999997,26.359064532447129 
 06/27  09:00:00,19.5875,26.841039492245814 
 06/27  10:00:00,20.6875,27.328921765039845 
 06/27  11:00:00,21.787499999999999,27.872444120894959 
 06/27  12:00:00,23.574999999999997,28.00821874200816 
 06/27  13:00:00,25.8375,28.21236910998933 
 06/27  14:00:00,27.3875,28.791260986902658 
 06/27  15:00:00,28.799999999999998,29.25071666089518 
 06/27  16:00:00,30.4625,29.44671160793211 
 06/27  17:00:00,30.4125,29.507433689287866 
 06/27  18:00:00,28.937499999999998,29.451794129462614 
 06/27  19:00:00,26.612500000000006,29.310190422882273 
 06/27  20:00:00,24.5375,28.690045010397 
 06/27  21:00:00,22.15,28.203287862279536 
 06/27  22:00:00,21.474999999999999,27.903492505339064 
 06/27  23:00:00,21.7,27.78389345999257 
 06/27  24:00:00,21.7,27.66537481322033 
 06/28  01:00:00,20.6375,27.449613141204439 
 06/28  02:00:00,18.9375,27.056332013644498 
 06/28  03:00:00,18.3,26.74683048903595 
 06/28  04:00:00,17.3,26.570451217607034 
 06/28  05:00:00,15.262500000000001,26.280718374461608 
 06/28  06:00:00,15.15,26.4467115885366 
 06/28  07:00:00,16.974999999999999,27.101087274944239 
 06/28  08:00:00,18.8,27.97569312842468 
 06/28  09:00:00,21.837500000000003,28.629318151400367 
 06/28  10:00:00,25.425,29.237095190314617 
 06/28  11:00:00,27.825,29.52407241772189 
 06/28  12:00:00,29.4375,29.731739206781538 
 06/28  13:00:00,29.625,30.003671418092659 
 06/28  14:00:00,30.4625,30.467026586028369 
 06/28  15:00:00,31.787500000000006,30.951022435845258 
 06/28  16:00:00,30.825,31.007283408744379 
 06/28  17:00:00,29.625,30.686509103336538 
 06/28  18:00:00,28.7125,30.68103856418706 
 06/28  19:00:00,27.3,30.539394811867017 
 06/28  20:00:00,24.949999999999997,30.008390817285148 
 06/28  21:00:00,23.525,29.510966855222713 
 06/28  22:00:00,22.3,29.248575471798128 
 06/28  23:00:00,21.324999999999997,29.00304168199149 
 06/28  24:00:00,20.0375,28.73269330910081 
 06/29  01:00:00,18.712500000000003,28.38575968272402 
 06/29  02:00:00,17.9875,28.098207394605259 
 06/29  03:00:00,16.737500000000006,27.804904977434729 
 06/29  04:00:00,16.1,27.481882187736429 
 06/29  05:00:00,15.787500000000002,27.274097185421206 
 06/29  06:00:00,17.6625,27.401589296343916 
 06/29  07:00:00,19.9625,27.82152963243468 
 06/29  08:00:00,24.412499999999999,28.340472732432738 
 06/29  09:00:00,26.325000000000004,28.770475412844495 
 06/29  10:00:00,25.7875,28.9286528903719 
 06/29  11:00:00,27.975,29.192594020491865 
 06/29  12:00:00,30.4625,29.632688631871529 
 06/29  13:00:00,31.475,30.099615997636904 
 06/29  14:00:00,31.012500000000004,30.40907621563731 
 06/29  15:00:00,31.2875,30.49670451212572 
 06/29  16:00:00,30.262499999999997,30.54749154659069 
 06/29  17:00:00,25.9625,30.215103634534409 
 06/29  18:00:00,23.9,29.96671876243959 
 06/29  19:00:00,23.525,29.664486688632559 
 06/29  20:00:00,21.925000000000006,29.269423664045577 
 06/29  21:00:00,20.7875,28.882965539405356 
 06/29  22:00:00,20.225,28.640251456831025 
 06/29  23:00:00,20.0,28.475540205787199 
 06/29  24:00:00,20.0,28.293238323720489 
 06/30  01:00:00,20.6875,28.170958748177179 
 06/30  02:00:00,20.7875,28.064789573503164 
 06/30  03:00:00,20.225,27.888724514923074 
 06/30  04:00:00,20.0,27.71002214675525 
 06/30  05:00:00,19.625,27.542049564211128 
 06/30  06:00:00,19.4,27.40512803217402 
 06/30  07:00:00,20.4625,27.411072497171558 
 06/30  08:00:00,22.475,27.93277837982865 
 06/30  09:00:00,23.987499999999998,28.600530657889878 
 06/30  10:00:00,25.15,29.235256244293227 
 06/30  11:00:00,25.9125,29.62064147779544 
 06/30  12:00:00,26.7875,30.05591207343207 
 06/30  13:00:00,28.574999999999997,30.326342738750083 
 06/30  14:00:00,29.775,30.28059085537753 
 06/30  15:00:00,28.937499999999998,30.329101717403803 
 06/30  16:00:00,28.987499999999998,30.634028980614756 
 06/30  17:00:00,28.7125,30.826264147232388 
 06/30  18:00:00,26.925000000000006,30.67025589482143 
 06/30  19:00:00,24.9125,30.29471563584969 
 06/30  20:00:00,22.95,29.716537863170019 
 06/30  21:00:00,20.825,29.286919828154404 
 06/30  22:00:00,19.3125,28.96578832312221 
 06/30  23:00:00,18.15,28.662401127683489 
 06/30  24:00:00,17.0125,28.345114046526875 
 07/01  01:00:00,15.85,28.020828410044627 
 07/01  02:00:00,14.712500000000003,27.699732494116188 
 07/01  03:00:00,13.55,27.34471818820855 
 07/01  04:00:00,12.4125,26.947386911925379 
 07/01  05:00:00,12.0,26.556063965097729 
 07/01  06:00:00,12.625,26.429654266753773 
 07/01  07:00:00,14.25,27.167312851515903 
 07/01  08:00:00,16.25,27.782176192757455 
 07/01  09:00:00,18.25,28.274131348009936 
 07/01  10:00:00,19.625,28.870363863671114 
 07/01  11:00:00,21.25,29.369410530961713 
 07/01  12:00:00,22.0,29.5571724784017 
 07/01  13:00:00,22.625,29.592742199072629 
 07/01  14:00:00,23.0,29.903625464101759 
 07/01  15:00:00,23.625,30.252286748133096 
 07/01  16:00:00,24.0,30.517768601353429 
 07/01  17:00:00,24.0,30.70826915992085 
 07/01  18:00:00,23.375,30.49624566084484 
 07/01  19:00:00,21.75,29.98704158976955 
 07/01  20:00:00,19.75,29.253685744856129 
 07/01  21:00:00,18.9375,28.78477379009631 
 07/01  22:00:00,17.900000000000003,28.50476941870849 
 07/01  23:00:00,17.3,28.164927581236129 
 07/01  24:00:00,16.6125,27.840513062366389 
 07/02  01:00:00,14.8875,27.48326083866923 
 07/02  02:00:00,14.0375,27.12332635242894 
 07/02  03:00:00,13.6875,26.79469907763123 
 07/02  04:00:00,13.437499999999999,26.477846979547093 
 07/02  05:00:00,13.650000000000003,26.209357068466959 
 07/02  06:00:00,14.675,26.598983254604986 
 07/02  07:00:00,17.075,27.22607311300918 
 07/02  08:00:00,19.7,27.918312267618693 
 07/02  09:00:00,22.1,28.51506392339001 
 07/02  10:00:00,24.875,29.147549990767254 
 07/02  11:00:00,26.625,29.624738838975789 
 07/02  12:00:00,27.625,29.437874863520347 
 07/02  13:00:00,28.0,29.303432472948545 
 07/02  14:00:00,26.75,29.131878988835167 
 07/02  15:00:00,27.25,29.59889370826802 
 07/02  16:00:00,28.0,29.999057514680965 
 07/02  17:00:00,27.375,30.13884563721979 
 07/02  18:00:00,25.125,30.11166261343576 
 07/02  19:00:00,23.375,29.80562255519256 
 07/02  20:00:00,21.125,29.11676109229056 
 07/02  21:00:00,19.375,28.556155788199975 
 07/02  22:00:00,17.75,28.242985696800017 
 07/02  23:00:00,17.0,27.911345656480127 
 07/02  24:00:00,16.375,27.56152992771105 
 07/03  01:00:00,14.125,27.172434417690999 
 07/03  02:00:00,12.375,26.78623756034563 
 07/03  03:00:00,12.0,26.409783521172359 
 07/03  04:00:00,11.375,26.05317579428872 
 07/03  05:00:00,11.625,25.75989451520786 
 07/03  06:00:00,13.25,26.094782771890246 
 07/03  07:00:00,16.5,26.622628580909607 
 07/03  08:00:00,19.875,27.189753312063638 
 07/03  09:00:00,22.875,27.773009125010924 
 07/03  10:00:00,25.875,28.5016672291032 
 07/03  11:00:00,27.625,29.229429344161404 
 07/03  12:00:00,28.625,29.6280700241811 
 07/03  13:00:00,27.75,29.49374769731262 
 07/03  14:00:00,27.625,29.272548485702104 
 07/03  15:00:00,27.375,29.31118320362078 
 07/03  16:00:00,27.0,29.690198001453984 
 07/03  17:00:00,27.0,29.52307765183467 
 07/03  18:00:00,27.0,29.48019578351343 
 07/03  19:00:00,24.5,29.354815272024007 
 07/03  20:00:00,22.375,28.743635591507237 
 07/03  21:00:00,20.125,28.343379510974989 
 07/03  22:00:00,19.0,28.030454919791248 
 07/03  23:00:00,18.375,27.8000695984984 
 07/03  24:00:00,17.375,27.520526574665398 
 07/04  01:00:00,16.375,27.18966527529739 
 07/04  02:00:00,14.125,26.811590700382629 
 07/04  03:00:00,13.0,26.3950165049172 
 07/04  04:00:00,13.0,26.050608060506734 
 07/04  05:00:00,13.625,25.832934665898429 
 07/04  06:00:00,15.875,26.24158855796855 
 07/04  07:00:00,18.25,27.01678132850905 
 07/04  08:00:00,21.5,27.446444310993856 
 07/04  09:00:00,23.625,27.824271863518996 
 07/04  10:00:00,25.25,28.2420263529495 
 07/04  11:00:00,27.25,28.167744417463273 
 07/04  12:00:00,26.125,27.859539251922539 
 07/04  13:00:00,23.75,27.618938350257844 
 07/04  14:00:00,22.375,27.624239783159039 
 07/04  15:00:00,23.25,27.61757506105024 
 07/04  16:00:00,24.0,27.63787880109176 
 07/04  17:00:00,23.375,27.529204122194579 
 07/04  18:00:00,23.0,27.357404824797635 
 07/04  19:00:00,20.5,27.04429664128091 
 07/04  20:00:00,19.625,26.639980775432769 
 07/04  21:00:00,18.125,26.34981668739953 
 07/04  22:00:00,15.75,26.043252381257348 
 07/04  23:00:00,14.375,25.707014509159487 
 07/04  24:00:00,14.0,25.407651270120256 
 07/05  01:00:00,13.375,25.119610977503677 
 07/05  02:00:00,13.0,24.837236633293167 
 07/05  03:00:00,14.875,24.66985569171141 
 07/05  04:00:00,14.75,24.558725168009297 
 07/05  05:00:00,15.25,24.34165340531813 
 07/05  06:00:00,16.0,24.673567271168634 
 07/05  07:00:00,17.875,25.256770628037708 
 07/05  08:00:00,20.875,25.860435452135527 
 07/05  09:00:00,23.25,26.374182853724663 
 07/05  10:00:00,24.0,26.95618267392676 
 07/05  11:00:00,25.25,27.714698543247228 
 07/05  12:00:00,26.750000000000005,28.151265656356335 
 07/05  13:00:00,27.7,28.352962970424956 
 07/05  14:00:00,26.75,27.96602995069598 
 07/05  15:00:00,25.500000000000005,27.729557396889129 
 07/05  16:00:00,24.45,27.58902714439113 
 07/05  17:00:00,23.375,27.356543157819617 
 07/05  18:00:00,21.75,27.10832725495487 
 07/05  19:00:00,20.375,27.256103877654838 
 07/05  20:00:00,19.375,26.882242736258037 
 07/05  21:00:00,18.375,26.42498154225182 
 07/05  22:00:00,16.75,26.164572530757356 
 07/05  23:00:00,16.0,25.85979344243347 
 07/05  24:00:00,14.75,25.615122522641547 
 07/06  01:00:00,14.0,25.29780082541647 
 07/06  02:00:00,14.0,25.041125615962476 
 07/06  03:00:00,13.375,24.77472212384009 
 07/06  04:00:00,12.375,24.407749484755678 
 07/06  05:00:00,11.375,24.023870056143566 
 07/06  06:00:00,12.25,24.41283534731706 
 07/06  07:00:00,13.625,24.885601690767524 
 07/06  08:00:00,15.25,25.270019241894297 
 07/06  09:00:00,17.25,25.83478278291595 
 07/06  10:00:00,18.625,26.43571157642744 
 07/06  11:00:00,20.25,26.864194766393369 
 07/06  12:00:00,22.25,27.041570320968874 
 07/06  13:00:00,23.625,27.29566107349292 
 07/06  14:00:00,25.25,27.68144242145061 
 07/06  15:00:00,25.375,28.01904384214426 
 07/06  16:00:00,24.375,28.291215381653769 
 07/06  17:00:00,23.375,28.311953813433129 
 07/06  18:00:00,23.0,28.285815921711888 
 07/06  19:00:00,21.75,27.759784698705376 
 07/06  20:00:00,19.75,27.092944086169248 
 07/06  21:00:00,18.375,26.691601170296417 
 07/06  22:00:00,16.75,26.386776745238259 
 07/06  23:00:00,16.625,26.095581829129118 
 07/06  24:00:00,16.375,25.9042522245224 
 07/07  01:00:00,16.0,25.65044561478375 
 07/07  02:00:00,15.125000000000002,25.39636186399327 
 07/07  03:00:00,13.6,25.05582716822317 
 07/07  04:00:00,13.0,24.733211431537567 
 07/07  05:00:00,11.75,24.44388254171828 
 07/07  06:00:00,14.75,24.712208686876484 
 07/07  07:00:00,19.5,25.51944112285344 
 07/07  08:00:00,22.875,26.276239793309619 
 07/07  09:00:00,25.25,26.698374608175859 
 07/07  10:00:00,27.25,27.271021351838706 
 07/07  11:00:00,28.625,27.940172824321566 
 07/07  12:00:00,29.0,28.400552760023105 
 07/07  13:00:00,30.25,29.002606040988945 
 07/07  14:00:00,31.625,29.38920836999371 
 07/07  15:00:00,31.375,29.65872815962537 
 07/07  16:00:00,31.625,29.25511254929439 
 07/07  17:00:00,30.125,29.118777581214894 
 07/07  18:00:00,28.375,29.365212958729658 
 07/07  19:00:00,26.75,29.270899639899473 
 07/07  20:00:00,24.125,28.659241801557515 
 07/07  21:00:00,21.75,28.189885254443764 
 07/07  22:00:00,21.625,27.958727331422197 
 07/07  23:00:00,20.125,27.758321324388385 
 07/07  24:00:00,17.125,27.410405875700424 
 07/08  01:00:00,17.25,27.096736615515817 
 07/08  02:00:00,18.625,26.964034770767463 
 07/08  03:00:00,17.125,26.73270653665624 
 07/08  04:00:00,16.625,26.413132233628408 
 07/08  05:00:00,15.75,26.199257067139834 
 07/08  06:00:00,16.875,26.401206665898564 
 07/08  07:00:00,21.125,27.019772385353144 
 07/08  08:00:00,24.875,27.799104802582919 
 07/08  09:00:00,27.25,28.246696078793808 
 07/08  10:00:00,29.25,28.77012685968992 
 07/08  11:00:00,30.625,29.291160599675103 
 07/08  12:00:00,31.437500000000005,29.95016611674164 
 07/08  13:00:00,31.8875,30.233672024899155 
 07/08  14:00:00,31.375,30.558077684422373 
 07/08  15:00:00,31.0,30.66516979985252 
 07/08  16:00:00,32.25,30.827801989276926 
 07/08  17:00:00,31.75,31.201162684299879 
 07/08  18:00:00,29.75,30.915148805333336 
 07/08  19:00:00,27.125,30.49283679698388 
 07/08  20:00:00,24.75,29.895326267252796 
 07/08  21:00:00,24.625,29.51695653312517 
 07/08  22:00:00,23.75,29.43991985641218 
 07/08  23:00:00,22.375,29.17314357933671 
 07/08  24:00:00,20.125,28.849654577714998 
 07/09  01:00:00,18.375,28.445501032551858 
 07/09  02:00:00,16.125,28.09581710763741 
 07/09  03:00:00,15.625,27.73520388481032 
 07/09  04:00:00,15.375,27.474172072088846 
 07/09  05:00:00,15.625,27.238462191377868 
 07/09  06:00:00,17.25,27.529780549343156 
 07/09  07:00:00,19.875,28.11626784764606 
 07/09  08:00:00,22.25,28.841173572897394 
 07/09  09:00:00,24.25,29.529188982155298 
 07/09  10:00:00,26.25,30.137698135075696 
 07/09  11:00:00,27.625,30.59050101174524 
 07/09  12:00:00,29.875,30.67791464169553 
 07/09  13:00:00,31.625,30.921068490479447 
 07/09  14:00:00,29.5,30.614014454417278 
 07/09  15:00:00,22.375,29.931023579540168 
 07/09  16:00:00,22.125,29.524763975304283 
 07/09  17:00:00,24.0,29.13552083506744 
 07/09  18:00:00,24.625,28.64064666996594 
 07/09  19:00:00,23.125,28.987650177854286 
 07/09  20:00:00,22.0,28.744169997893378 
 07/09  21:00:00,23.875,28.645785984693324 
 07/09  22:00:00,22.5,28.56143791415592 
 07/09  23:00:00,18.5,28.201545104516389 
 07/09  24:00:00,17.0,27.83130955371925 
 07/10  01:00:00,17.625,27.605966400542376 
 07/10  02:00:00,17.375,27.417037850548767 
 07/10  03:00:00,17.625,27.216189349520314 
 07/10  04:00:00,17.375,27.013978953527635 
 07/10  05:00:00,17.0,26.74357189431837 
 07/10  06:00:00,17.0,26.752172068529043 
 07/10  07:00:00,17.625,26.712814052737739 
 07/10  08:00:00,19.25,26.77607393243274 
 07/10  09:00:00,21.25,26.96728503055393 
 07/10  10:00:00,22.625,27.741641641363097 
 07/10  11:00:00,23.625,28.32491017806883 
 07/10  12:00:00,25.25,28.849001430874066 
 07/10  13:00:00,27.25,29.266079170927065 
 07/10  14:00:00,28.0,29.796271416425264 
 07/10  15:00:00,28.0,30.255934673504258 
 07/10  16:00:00,28.625,30.521686767841268 
 07/10  17:00:00,27.75,30.614468234925114 
 07/10  18:00:00,27.0,30.392648240151599 
 07/10  19:00:00,24.5,29.819685593000125 
 07/10  20:00:00,22.375,29.119662239301733 
 07/10  21:00:00,21.375,28.8249714838097 
 07/10  22:00:00,21.0,28.60675110758489 
 07/10  23:00:00,19.75,28.36550856191991 
 07/10  24:00:00,18.375,28.057205592558615 
 07/11  01:00:00,19.875,27.86259822396574 
 07/11  02:00:00,19.75,27.75152611056799 
 07/11  03:00:00,19.0,27.479673428358035 
 07/11  04:00:00,17.75,27.196133360377109 
 07/11  05:00:00,15.75,26.854949375812994 
 07/11  06:00:00,17.5,27.05770867028585 
 07/11  07:00:00,20.875,27.642058675448259 
 07/11  08:00:00,23.25,28.18790559416847 
 07/11  09:00:00,25.875,28.838755094104223 
 07/11  10:00:00,28.25,29.660910115127245 
 07/11  11:00:00,30.25,30.263605066667134 
 07/11  12:00:00,31.625,30.56106748546518 
 07/11  13:00:00,32.0,30.96539972422198 
 07/11  14:00:00,32.0,31.471649051332336 
 07/11  15:00:00,32.625,31.938761404414544 
 07/11  16:00:00,33.0,32.11338796938792 
 07/11  17:00:00,33.0,31.724320715733243 
 07/11  18:00:00,32.375,31.765272419004029 
 07/11  19:00:00,30.75,31.717122782489743 
 07/11  20:00:00,27.5,31.13675480216862 
 07/11  21:00:00,24.75,30.628022514085335 
 07/11  22:00:00,22.125,30.332602559570768 
 07/11  23:00:00,22.875,30.076637989349316 
 07/11  24:00:00,22.75,29.935241135933994 
 07/12  01:00:00,20.75,29.64647709592786 
 07/12  02:00:00,20.0,29.370886376183905 
 07/12  03:00:00,20.0,29.10736705135318 
 07/12  04:00:00,19.375,28.81175478945268 
 07/12  05:00:00,18.375,28.599587160981799 
 07/12  06:00:00,19.875,28.975114781098417 
 07/12  07:00:00,21.0,29.802372841919874 
 07/12  08:00:00,23.5,30.409795826263648 
 07/12  09:00:00,26.875,30.990854463036237 
 07/12  10:00:00,28.625,31.781189565815148 
 07/12  11:00:00,30.25,32.1474501510176 
 07/12  12:00:00,31.625,32.429357658078647 
 07/12  13:00:00,32.625,32.632946001469068 
 07/12  14:00:00,33.625,33.04756136557519 
 07/12  15:00:00,34.625,33.57098606037456 
 07/12  16:00:00,34.375,34.00346515613605 
 07/12  17:00:00,33.375,33.84627412883778 
 07/12  18:00:00,32.375,33.645720726117 
 07/12  19:00:00,30.125,33.53778068557787 
 07/12  20:00:00,25.875,32.86252526615257 
 07/12  21:00:00,25.25,32.29694132098132 
 07/12  22:00:00,23.5,32.05281127727915 
 07/12  23:00:00,21.375,31.669880268085746 
 07/12  24:00:00,21.0,31.40467327665887 
 07/13  01:00:00,21.625,31.179152271432384 
 07/13  02:00:00,19.5,30.80767835500651 
 07/13  03:00:00,18.0,30.326935871478804 
 07/13  04:00:00,18.0,30.10708919688199 
 07/13  05:00:00,18.0,29.879320422654854 
 07/13  06:00:00,18.625,30.058477434788494 
 07/13  07:00:00,22.125,30.576311888136496 
 07/13  08:00:00,26.5,31.276147731294 
 07/13  09:00:00,29.875,31.918524642978008 
 07/13  10:00:00,31.625,32.431706360866659 
 07/13  11:00:00,32.625,32.80183909587052 
 07/13  12:00:00,33.625,33.03942626595763 
 07/13  13:00:00,34.625,33.276836673117177 
 07/13  14:00:00,34.375,33.59722286607206 
 07/13  15:00:00,35.25,33.906550288994527 
 07/13  16:00:00,34.75,34.17245041322333 
 07/13  17:00:00,34.0,34.264962830489107 
 07/13  18:00:00,32.75,34.30534937810555 
 07/13  19:00:00,30.75,34.049132711388448 
 07/13  20:00:00,28.125,33.44260820838637 
 07/13  21:00:00,25.75,32.929986814591178 
 07/13  22:00:00,24.562499999999998,32.63362654262849 
 07/13  23:00:00,24.1125,32.41019735940444 
 07/13  24:00:00,22.125,32.1200109710535 
 07/14  01:00:00,21.0,31.738076988941058 
 07/14  02:00:00,20.375,31.486255213454269 
 07/14  03:00:00,20.625,31.241024195234507 
 07/14  04:00:00,19.75,30.990336852480206 
 07/14  05:00:00,18.375,30.67414330068276 
 07/14  06:00:00,18.0,30.714647857241745 
 07/14  07:00:00,18.625,31.02900973582473 
 07/14  08:00:00,19.0,31.21655055143339 
 07/14  09:00:00,20.25,31.279993775899194 
 07/14  10:00:00,22.25,31.987961104918044 
 07/14  11:00:00,24.875,32.83670851916556 
 07/14  12:00:00,27.25,33.404021699813778 
 07/14  13:00:00,28.625,33.59585819412841 
 07/14  14:00:00,30.25,34.01287757949929 
 07/14  15:00:00,31.625,34.35821430710172 
 07/14  16:00:00,30.75,34.04028553961612 
 07/14  17:00:00,28.75,33.47690189686182 
 07/14  18:00:00,24.875,32.939029836427838 
 07/14  19:00:00,23.0,32.46553079421645 
 07/14  20:00:00,23.0,32.22463095437609 
 07/14  21:00:00,22.375,31.99550252906654 
 07/14  22:00:00,22.625,31.76988123998553 
 07/14  23:00:00,21.75,31.557808454885767 
 07/14  24:00:00,19.75,31.208416575667117 
 07/15  01:00:00,20.25,30.8822244246831 
 07/15  02:00:00,19.75,30.67935975289169 
 07/15  03:00:00,19.0,30.36395175012615 
 07/15  04:00:00,19.0,30.089962907176664 
 07/15  05:00:00,19.0,29.868117613840665 
 07/15  06:00:00,20.25,30.036089362551697 
 07/15  07:00:00,22.25,30.488407955898447 
 07/15  08:00:00,23.625,31.008529825725647 
