Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly) 
 01/21  14:00:00,4.0,6.727108037050374 
 01/21  15:00:00,3.375,6.6426380579360029 
 01/21  16:00:00,3.0,6.342340329631164 
 01/21  17:00:00,2.375,6.223114663003246 
 01/21  18:00:00,0.8750000000000001,5.974156801576091 
 01/21  19:00:00,-0.36249999999999996,5.712840728054877 
 01/21  20:00:00,-1.1374999999999998,5.514773254165962 
 01/21  21:00:00,-1.65,5.3316075524801109 
 01/21  22:00:00,-1.8624999999999999,5.166333826746919 
 01/21  23:00:00,-1.9625,5.016245543444659 
 01/21  24:00:00,-2.0,4.867624997712248 
 01/22  01:00:00,-2.625,4.69962363576547 
 01/22  02:00:00,-3.0,4.511316490533007 
 01/22  03:00:00,-3.0,4.34807412121277 
 01/22  04:00:00,-3.625,4.155697613363638 
 01/22  05:00:00,-5.25,3.8664718185637239 
 01/22  06:00:00,-5.375,3.5769282274032836 
 01/22  07:00:00,-4.375,3.4387789015271679 
 01/22  08:00:00,-4.0,3.415900099041745 
 01/22  09:00:00,-2.75,3.8651109697477969 
 01/22  10:00:00,-2.0,3.9580007000109709 
 01/22  11:00:00,-1.375,4.0533987870702339 
 01/22  12:00:00,0.25,4.705699708292302 
 01/22  13:00:00,1.625,5.631020003937454 
 01/22  14:00:00,2.0,6.215974111882493 
 01/22  15:00:00,1.375,6.362906249411788 
 01/22  16:00:00,1.0,6.065536256838005 
 01/22  17:00:00,-1.5,5.577722005388828 
 01/22  18:00:00,-3.625,4.712580769315903 
 01/22  19:00:00,-4.625,4.111820102876307 
 01/22  20:00:00,-5.625,3.812785876819499 
 01/22  21:00:00,-5.375,3.579358783705353 
 01/22  22:00:00,-6.25,3.367588158635988 
 01/22  23:00:00,-6.375,3.1013146300976288 
 01/22  24:00:00,-6.0,2.912155639037321 
 01/23  01:00:00,-6.625,2.6629684477471136 
 01/23  02:00:00,-5.75,2.4561983223571235 
 01/23  03:00:00,-3.75,2.4161216134947995 
 01/23  04:00:00,-2.375,2.4160031229605036 
 01/23  05:00:00,-3.25,2.3336496749787338 
 01/23  06:00:00,-5.25,2.062735419416647 
 01/23  07:00:00,-3.5,1.853767005996516 
 01/23  08:00:00,0.5,2.1039533747761327 
 01/23  09:00:00,2.625,2.908157701892686 
 01/23  10:00:00,3.625,3.369351083569887 
 01/23  11:00:00,7.125,3.9165766655115759 
 01/23  12:00:00,9.625,4.779807134313073 
 01/23  13:00:00,10.625,5.168886279337572 
 01/23  14:00:00,11.625,5.886462176266777 
 01/23  15:00:00,12.0,6.3549876545507699 
 01/23  16:00:00,11.375,6.460679919385609 
 01/23  17:00:00,9.125,6.450444871355318 
 01/23  18:00:00,6.125,5.653795413400621 
 01/23  19:00:00,6.25,5.098387431876651 
 01/23  20:00:00,7.0,5.087665890206184 
 01/23  21:00:00,7.0,5.1233736390335 
 01/23  22:00:00,6.375,5.1255404560854569 
 01/23  23:00:00,6.625,5.102247074009699 
 01/23  24:00:00,6.375,5.12213760660254 
 01/24  01:00:00,5.375,5.070458462098033 
 01/24  02:00:00,5.625,5.000912418756489 
 01/24  03:00:00,6.0,5.0133250718055779 
 01/24  04:00:00,5.375,5.00290430651272 
 01/24  05:00:00,3.125,4.855761129758002 
 01/24  06:00:00,0.75,4.539714163406966 
 01/24  07:00:00,-0.625,4.313121478151458 
 01/24  08:00:00,-1.0,4.132220857378302 
 01/24  09:00:00,0.25,4.116246163265357 
 01/24  10:00:00,0.375,4.200033400999931 
 01/24  11:00:00,-0.625,4.151886396261682 
 01/24  12:00:00,-1.0,4.109274519911384 
 01/24  13:00:00,-0.375,4.226832301824579 
 01/24  14:00:00,0.625,4.3917163136381 
 01/24  15:00:00,1.0,4.422893820917853 
 01/24  16:00:00,-0.25,4.256930537936915 
 01/24  17:00:00,-2.25,3.879004301843855 
 01/24  18:00:00,-2.375,3.5625271197777605 
 01/24  19:00:00,-2.625,3.412449552580541 
 01/24  20:00:00,-3.625,3.20095233313202 
 01/24  21:00:00,-4.0,2.9827522896868414 
 01/24  22:00:00,-4.0,2.803607385300937 
 01/24  23:00:00,-4.625,2.5476440811482394 
 01/24  24:00:00,-5.0,2.1983190445573914 
 01/25  01:00:00,-5.625,1.9618294811425177 
 01/25  02:00:00,-6.0,1.693848108269489 
 01/25  03:00:00,-6.0,1.519136614970007 
 01/25  04:00:00,-6.625,1.3647920739760462 
 01/25  05:00:00,-7.0,1.1253181292366963 
 01/25  06:00:00,-7.0,0.9497030294940738 
 01/25  07:00:00,-7.0,0.7834940006727903 
 01/25  08:00:00,-5.75,0.9079793696289173 
 01/25  09:00:00,-4.375,2.1998493167584929 
 01/25  10:00:00,-2.125,3.580532478131339 
 01/25  11:00:00,-0.375,3.8752063432921926 
 01/25  12:00:00,0.625,3.6434717303851498 
 01/25  13:00:00,1.625,3.6431623587692245 
 01/25  14:00:00,2.0,3.571187174833505 
 01/25  15:00:00,2.0,3.7119406034687687 
 01/25  16:00:00,2.0,3.63469321629676 
 01/25  17:00:00,1.375,3.184917410124715 
 01/25  18:00:00,-0.25,2.708635884845925 
 01/25  19:00:00,-1.0,2.4431924188283675 
 01/25  20:00:00,0.25,2.4605363596409135 
 01/25  21:00:00,-0.875,2.446165148266569 
 01/25  22:00:00,0.5,2.3053414552749498 
 01/25  23:00:00,0.125,2.297787614904953 
 01/25  24:00:00,0.875,2.1659537898618539 
 01/26  01:00:00,6.375,2.382359654835407 
 01/26  02:00:00,9.0,2.841573554415014 
 01/26  03:00:00,5.875,2.9118116268725697 
 01/26  04:00:00,5.25,2.7239461411403478 
 01/26  05:00:00,4.75,2.6517033437997794 
 01/26  06:00:00,2.125,2.303088379190334 
 01/26  07:00:00,-0.25,2.0802331235516267 
 01/26  08:00:00,2.125,2.1898132006933306 
 01/26  09:00:00,6.5,3.377636037645123 
 01/26  10:00:00,9.25,4.309178449259257 
 01/26  11:00:00,10.625,4.895562909120118 
 01/26  12:00:00,11.625,5.151265600804258 
 01/26  13:00:00,9.5,4.954064272730726 
 01/26  14:00:00,9.25,5.337325476299175 
 01/26  15:00:00,8.75,5.559402163686712 
 01/26  16:00:00,7.375,5.519811525368842 
 01/26  17:00:00,5.75,5.334130427353674 
 01/26  18:00:00,4.375,4.835661780578949 
 01/26  19:00:00,3.375,4.532963617379153 
 01/26  20:00:00,2.375,4.3606258384455549 
 01/26  21:00:00,2.0,4.211132262677921 
 01/26  22:00:00,1.375,4.080271481298787 
 01/26  23:00:00,1.0,3.963201906277444 
 01/26  24:00:00,0.375,3.830948933404304 
 01/27  01:00:00,0.0,3.6604233412894375 
 01/27  02:00:00,0.0,3.5760987425437618 
 01/27  03:00:00,-0.625,3.4425806492181438 
 01/27  04:00:00,-1.0,3.279450528995671 
 01/27  05:00:00,-1.625,3.1395919826079465 
 01/27  06:00:00,-2.0,2.969772866832675 
 01/27  07:00:00,-2.625,2.8166445743540957 
 01/27  08:00:00,-1.75,2.7576905771127069 
 01/27  09:00:00,0.25,3.451071122697433 
 01/27  10:00:00,2.25,4.311305419828235 
 01/27  11:00:00,3.625,5.341462556152794 
 01/27  12:00:00,4.625,6.127920966103441 
 01/27  13:00:00,3.75,5.729464615226118 
 01/27  14:00:00,3.0,5.679140736762594 
 01/27  15:00:00,3.625,6.162225519321306 
 01/27  16:00:00,3.375,6.118670940743359 
 01/27  17:00:00,2.375,5.443800846676014 
 01/27  18:00:00,1.375,4.779524512072301 
 01/27  19:00:00,-0.25,4.412681204392344 
 01/27  20:00:00,-1.0,4.25851689356039 
 01/27  21:00:00,-1.625,4.134425750348912 
 01/27  22:00:00,-2.0,3.9537309317531186 
 01/27  23:00:00,-2.625,3.746256183428512 
 01/27  24:00:00,-2.375,3.5313238258361778 
 01/28  01:00:00,-2.0,3.4445328744500647 
 01/28  02:00:00,-2.625,3.341351679504756 
 01/28  03:00:00,-3.0,3.1763061194012347 
 01/28  04:00:00,-4.875,2.929941712225438 
 01/28  05:00:00,-6.0,2.5688303620511689 
 01/28  06:00:00,-6.625,2.3322686947287178 
 01/28  07:00:00,-7.625,2.0684577333678155 
 01/28  08:00:00,-6.75,2.0186182052808228 
 01/28  09:00:00,-6.0,3.1065021933832588 
 01/28  10:00:00,-3.5624999999999997,4.312431112157027 
 01/28  11:00:00,-0.1625000000000001,5.0909572482410729 
 01/28  12:00:00,2.25,5.543129498113659 
 01/28  13:00:00,3.625,5.732908726327167 
 01/28  14:00:00,4.625,6.084196411813975 
 01/28  15:00:00,5.625,6.53658318377431 
 01/28  16:00:00,6.0,6.890462379617271 
 01/28  17:00:00,4.75,6.523575564332371 
 01/28  18:00:00,2.125,5.599341130581218 
 01/28  19:00:00,-0.875,4.747974044290042 
 01/28  20:00:00,-2.0,4.193862143989875 
 01/28  21:00:00,-4.5,3.9049286726239806 
 01/28  22:00:00,-6.0,3.6256502035628879 
 01/28  23:00:00,-4.75,3.452202472549544 
 01/28  24:00:00,-5.875,3.165401164550237 
 01/29  01:00:00,-7.625,2.758328296578383 
 01/29  02:00:00,-7.375,2.5168546312820485 
 01/29  03:00:00,-7.625,2.2655289138329515 
 01/29  04:00:00,-9.25,2.0223164416230916 
 01/29  05:00:00,-7.5,1.7593967153832738 
 01/29  06:00:00,-7.25,1.6785731768025929 
 01/29  07:00:00,-7.375,1.4261790801311976 
 01/29  08:00:00,-7.0,1.3636264796137386 
 01/29  09:00:00,-3.25,2.5338582659218766 
 01/29  10:00:00,0.875,4.171911456987404 
 01/29  11:00:00,3.25,5.0495719035449 
 01/29  12:00:00,4.625,5.585634267257126 
 01/29  13:00:00,5.625,5.881725880230898 
 01/29  14:00:00,6.0,6.15330974820432 
 01/29  15:00:00,6.625,6.34806007625051 
 01/29  16:00:00,6.375,6.207940910936026 
 01/29  17:00:00,4.125,5.7679487481028 
 01/29  18:00:00,2.375,4.976416014971558 
 01/29  19:00:00,0.125,4.426986443573373 
 01/29  20:00:00,-0.375,4.210486945925048 
 01/29  21:00:00,-0.625,4.143655836628861 
 01/29  22:00:00,-1.625,3.8916602005606659 
 01/29  23:00:00,-2.0,3.6196546065778865 
 01/29  24:00:00,-3.25,3.4584445399157937 
 01/30  01:00:00,-4.0,3.2035951700155036 
 01/30  02:00:00,-3.375,3.0561981089840186 
 01/30  03:00:00,-3.625,2.908220613482599 
 01/30  04:00:00,-3.375,2.70834242882146 
 01/30  05:00:00,-3.625,2.4800576122425355 
 01/30  06:00:00,-2.75,2.232779167902059 
 01/30  07:00:00,-2.0,2.204778186565327 
 01/30  08:00:00,-1.375,2.250413272174071 
 01/30  09:00:00,0.25,2.5310100834864159 
 01/30  10:00:00,1.625,2.6635157589944997 
 01/30  11:00:00,2.625,2.820184217551926 
 01/30  12:00:00,3.0,3.1632504162268209 
 01/30  13:00:00,3.625,3.325819592134991 
 01/30  14:00:00,4.0,3.715917402976619 
 01/30  15:00:00,4.0,4.121593738336516 
 01/30  16:00:00,4.625,4.2918626885593948 
 01/30  17:00:00,5.0,4.711983143527608 
 01/30  18:00:00,3.75,4.007323657559841 
 01/30  19:00:00,2.375,3.4157855097592018 
 01/30  20:00:00,-0.5,3.1452513865400979 
 01/30  21:00:00,-0.75,2.927893085192231 
 01/30  22:00:00,1.25,2.94896035857234 
 01/30  23:00:00,1.375,2.9714171114808538 
 01/30  24:00:00,1.0,2.87965976899948 
 01/31  01:00:00,-1.5,2.6416039106063957 
 01/31  02:00:00,-3.625,2.2924782859874046 
 01/31  03:00:00,-4.0,2.0172965233782058 
 01/31  04:00:00,-4.0,1.822047483736391 
 01/31  05:00:00,-5.25,1.6000117977257705 
 01/31  06:00:00,-5.375,1.373277851134184 
 01/31  07:00:00,-5.625,1.2109299638851563 
 01/31  08:00:00,-4.125,1.2154658453791947 
 01/31  09:00:00,-0.5,2.4111994206965154 
 01/31  10:00:00,2.25,3.6918238270543797 
 01/31  11:00:00,4.25,4.245400005380063 
 01/31  12:00:00,5.625,4.832948657611085 
 01/31  13:00:00,7.25,5.486704635598818 
 01/31  14:00:00,8.625,6.118541900044352 
 01/31  15:00:00,8.375,6.340553619874008 
 01/31  16:00:00,8.0,6.118183832898771 
 01/31  17:00:00,6.75,5.952799609164249 
 01/31  18:00:00,3.5,5.113134216005625 
 01/31  19:00:00,0.125,4.363382509262307 
 01/31  20:00:00,-1.0,3.9738514935625406 
 01/31  21:00:00,-1.0,3.684621437681982 
 01/31  22:00:00,-1.8124999999999998,3.4648274608325488 
 01/31  23:00:00,-3.2375,3.2412414005422298 
 01/31  24:00:00,-4.675,2.9532236330896328 
 02/01  01:00:00,-6.074999999999999,2.681481586089226 
 02/01  02:00:00,-7.475,2.4021726885385825 
 02/01  03:00:00,-8.9375,2.088100998951966 
 02/01  04:00:00,-10.4375,1.7490681520898093 
 02/01  05:00:00,-10.375,1.4553502351317596 
 02/01  06:00:00,-8.125,1.336199815372469 
 02/01  07:00:00,-8.25,1.2214423171611402 
 02/01  08:00:00,-8.375,1.0485285093001835 
 02/01  09:00:00,-6.75,1.8254698451943905 
 02/01  10:00:00,-4.125,3.0177196534940515 
 02/01  11:00:00,-1.125,3.5631129804702996 
 02/01  12:00:00,0.625,3.7522980046881648 
 02/01  13:00:00,1.0,4.056540223502753 
 02/01  14:00:00,1.0,4.756570360521321 
 02/01  15:00:00,-0.25,5.169568349483744 
 02/01  16:00:00,-1.0,5.027045682226865 
 02/01  17:00:00,-1.625,4.579107719220406 
 02/01  18:00:00,-3.25,3.589539949675187 
 02/01  19:00:00,-4.0,2.931783684711133 
 02/01  20:00:00,-5.875,2.598830642647283 
 02/01  21:00:00,-5.75,2.3125848651173968 
 02/01  22:00:00,-4.375,2.255264519858481 
 02/01  23:00:00,-4.0,2.1602770495336576 
 02/01  24:00:00,-5.875,1.9409100633600625 
 02/02  01:00:00,-7.625,1.5791678544713204 
 02/02  02:00:00,-6.75,1.2785928031048617 
 02/02  03:00:00,-6.625,1.0629178602821246 
 02/02  04:00:00,-4.5,1.0202197392971065 
 02/02  05:00:00,-1.75,1.1422380559513257 
 02/02  06:00:00,-1.0,1.1776377256389843 
 02/02  07:00:00,-0.375,1.068235877651912 
 02/02  08:00:00,-2.5,0.9910922898372758 
 02/02  09:00:00,-0.25,2.279871686903055 
 02/02  10:00:00,2.0,3.6391860904155246 
 02/02  11:00:00,4.5,4.493017040290787 
 02/02  12:00:00,6.0,5.025621078013997 
 02/02  13:00:00,6.0,5.0841409935453829 
 02/02  14:00:00,8.5,5.7045744692983189 
 02/02  15:00:00,10.0,5.882209367840442 
 02/02  16:00:00,8.75,6.1000031808560799 
 02/02  17:00:00,8.0,5.543780112985217 
 02/02  18:00:00,5.8125,4.9089129314208 
 02/02  19:00:00,2.9375,4.510957005295845 
 02/02  20:00:00,2.0,4.253785941870187 
 02/02  21:00:00,2.625,4.176786016639906 
 02/02  22:00:00,3.0,4.17099092436024 
 02/02  23:00:00,1.75,4.0901263826410549 
 02/02  24:00:00,1.625,3.9173253781755816 
 02/03  01:00:00,-0.5,3.7002978585949828 
 02/03  02:00:00,1.75,3.574926129443576 
 02/03  03:00:00,1.5,3.664948301875273 
 02/03  04:00:00,4.375,3.534780196232468 
 02/03  05:00:00,3.875,3.730516596605123 
 02/03  06:00:00,1.375,3.4996280594379587 
 02/03  07:00:00,1.625,3.366532385557649 
 02/03  08:00:00,2.0,3.385042574673307 
 02/03  09:00:00,2.0,3.691244464333966 
 02/03  10:00:00,2.625,4.114607725378958 
 02/03  11:00:00,3.625,4.257814777397806 
 02/03  12:00:00,4.625,4.8843985998532359 
 02/03  13:00:00,4.375,5.026807204051503 
 02/03  14:00:00,4.0,4.875459905030299 
 02/03  15:00:00,4.0,4.6683570258433149 
 02/03  16:00:00,4.0,4.791482428663829 
 02/03  17:00:00,3.375,5.1689764214193059 
 02/03  18:00:00,1.125,4.626569387411457 
 02/03  19:00:00,-0.625,4.0692983635808119 
 02/03  20:00:00,-2.25,3.785314071528703 
 02/03  21:00:00,-3.625,3.472403404747957 
 02/03  22:00:00,-3.375,3.2711934947526108 
 02/03  23:00:00,-3.625,3.162371455966722 
 02/03  24:00:00,-3.375,2.9633245803292125 
 02/04  01:00:00,-3.0,2.799772778059762 
 02/04  02:00:00,-3.625,2.6331665917679505 
 02/04  03:00:00,-4.0,2.462666442306718 
 02/04  04:00:00,-4.625,2.269262546796861 
 02/04  05:00:00,-6.25,1.930630941875483 
 02/04  06:00:00,-7.625,1.5405755046677885 
 02/04  07:00:00,-6.75,1.431599760669826 
 02/04  08:00:00,-4.75,1.4905756308776229 
 02/04  09:00:00,-3.375,2.1808656005710578 
 02/04  10:00:00,-1.75,2.8469267162145255 
 02/04  11:00:00,0.875,3.4720023611164985 
 02/04  12:00:00,3.25,4.143189151527452 
 02/04  13:00:00,5.25,4.539533848213889 
 02/04  14:00:00,6.625,5.010518151927739 
 02/04  15:00:00,7.625,5.650981757095275 
 02/04  16:00:00,8.0,6.095462586853689 
 02/04  17:00:00,6.75,5.984491974742307 
 02/04  18:00:00,4.125,5.117173398147582 
 02/04  19:00:00,3.0,4.409108243718332 
 02/04  20:00:00,1.125,4.0617477626856959 
 02/04  21:00:00,0.625,3.685495251003754 
 02/04  22:00:00,1.0,3.564254113514337 
 02/04  23:00:00,1.625,3.4554800488028367 
 02/04  24:00:00,4.5,3.456260374513196 
 02/05  01:00:00,4.125,3.484854884188107 
 02/05  02:00:00,0.5,3.30415782438458 
 02/05  03:00:00,-2.25,2.998636559271829 
 02/05  04:00:00,0.75,2.8294851842217394 
 02/05  05:00:00,2.375,3.0411528967226015 
 02/05  06:00:00,2.625,2.9588265325884897 
 02/05  07:00:00,3.625,2.954335612983205 
 02/05  08:00:00,2.125,2.8841421229344377 
 02/05  09:00:00,4.125,3.754476206104262 
 02/05  10:00:00,7.25,4.827243958502587 
 02/05  11:00:00,8.625,5.465582657172808 
 02/05  12:00:00,9.0,6.020115892313421 
 02/05  13:00:00,10.25,6.506784961174846 
 02/05  14:00:00,11.625,7.359726247106944 
 02/05  15:00:00,12.0,7.719634693964988 
 02/05  16:00:00,13.25,7.629468240015565 
 02/05  17:00:00,12.75,7.554129554679406 
 02/05  18:00:00,10.125,6.974515158490683 
 02/05  19:00:00,6.5,6.4330110253169059 
 02/05  20:00:00,3.75,6.061526574622747 
 02/05  21:00:00,1.125,5.795896374451994 
 02/05  22:00:00,-0.625,5.52454605138302 
 02/05  23:00:00,-1.0,5.255050219828828 
 02/05  24:00:00,-1.0,5.030532407370029 
 02/06  01:00:00,-2.25,4.881929148777575 
 02/06  02:00:00,-3.0,4.634756724258505 
 02/06  03:00:00,-3.0,4.438387370929723 
 02/06  04:00:00,-3.0,4.282923944411219 
 02/06  05:00:00,-3.625,4.092613884782979 
 02/06  06:00:00,-4.0,3.821098374543897 
 02/06  07:00:00,-3.375,3.567148581713234 
 02/06  08:00:00,-2.375,3.5726010840040556 
 02/06  09:00:00,-1.375,3.9422964742727988 
 02/06  10:00:00,0.25,4.109625949492015 
 02/06  11:00:00,1.625,4.213505455090813 
 02/06  12:00:00,2.625,4.466996503713005 
 02/06  13:00:00,3.625,5.435438334439604 
 02/06  14:00:00,4.0,6.356808741081095 
 02/06  15:00:00,4.0,6.635541879568095 
 02/06  16:00:00,3.375,6.5456813430106479 
 02/06  17:00:00,2.375,6.139845140723133 
 02/06  18:00:00,1.375,5.288925674203079 
 02/06  19:00:00,-0.25,4.720901803512338 
 02/06  20:00:00,-1.625,4.512361567302918 
 02/06  21:00:00,-2.0,4.251037943539124 
 02/06  22:00:00,-2.625,3.924001543651471 
 02/06  23:00:00,-3.0,3.7374594613575558 
 02/06  24:00:00,0.125,3.7827429651986876 
 02/07  01:00:00,-1.125,3.787192854600857 
 02/07  02:00:00,-3.625,3.369971266493703 
 02/07  03:00:00,-4.0,3.0461816778607067 
 02/07  04:00:00,-2.125,3.0128770549209578 
 02/07  05:00:00,2.125,3.17962760906024 
 02/07  06:00:00,-1.0,3.1811159709540299 
 02/07  07:00:00,-4.0,2.7295315616705029 
 02/07  08:00:00,-4.625,2.568680037416722 
 02/07  09:00:00,-4.375,2.5213861704065025 
 02/07  10:00:00,-3.375,2.5463201120384295 
 02/07  11:00:00,-3.0,2.6373930195573496 
 02/07  12:00:00,-2.375,2.7686717308303878 
 02/07  13:00:00,-2.625,2.8000541658429074 
 02/07  14:00:00,-3.0,2.8499866681849888 
 02/07  15:00:00,-3.625,2.659175203649654 
 02/07  16:00:00,-4.625,2.3428764216089239 
 02/07  17:00:00,-5.625,2.180724515922399 
 02/07  18:00:00,-6.0,1.8489077532360779 
 02/07  19:00:00,-6.0,1.6021241113880247 
 02/07  20:00:00,-6.0,1.4346325277196908 
 02/07  21:00:00,-6.0,1.2819518117046239 
 02/07  22:00:00,-6.625,1.0994493354848614 
 02/07  23:00:00,-7.0,0.8925668596773242 
 02/07  24:00:00,-7.0,0.7166783177650797 
 02/08  01:00:00,-7.0,0.5451393098466086 
 02/08  02:00:00,-7.625,0.3650484152118989 
 02/08  03:00:00,-8.0,0.15814072489884394 
 02/08  04:00:00,-8.625,-0.04446804974793353 
 02/08  05:00:00,-9.625,-0.300465662837186 
 02/08  06:00:00,-11.25,-0.603534485014997 
 02/08  07:00:00,-12.0,-0.9266637428886586 
 02/08  08:00:00,-12.625,-1.183086715681433 
 02/08  09:00:00,-13.0,-1.3682192496346489 
 02/08  10:00:00,-12.375,-1.4351117427903742 
 02/08  11:00:00,-12.0,-1.4285836513408042 
 02/08  12:00:00,-12.0,-1.5439796491229215 
 02/08  13:00:00,-12.0,-1.7128881752680867 
 02/08  14:00:00,-12.625,-1.8877740960387886 
 02/08  15:00:00,-13.625,-2.0696194678022237 
 02/08  16:00:00,-14.0,-2.324379004168869 
 02/08  17:00:00,-14.0,-2.6491162856532837 
 02/08  18:00:00,-14.0,-2.998067648843231 
 02/08  19:00:00,-14.0,-3.2543924108253519 
 02/08  20:00:00,-14.0,-3.462284642337785 
 02/08  21:00:00,-14.0,-3.6880317462320377 
 02/08  22:00:00,-14.625,-3.9346336876944609 
 02/08  23:00:00,-15.0,-4.1967967882301189 
 02/08  24:00:00,-15.625,-4.449140609672187 
 02/09  01:00:00,-16.0,-4.737312872986142 
 02/09  02:00:00,-16.0,-4.987083556551021 
 02/09  03:00:00,-16.625,-5.303621752295985 
 02/09  04:00:00,-18.25,-5.7559015193508629 
 02/09  05:00:00,-20.25,-6.125334085505715 
 02/09  06:00:00,-21.0,-6.5130964383209168 
 02/09  07:00:00,-21.625,-6.851506617533477 
 02/09  08:00:00,-20.125,-7.118957783203973 
 02/09  09:00:00,-18.375,-7.146625860975947 
 02/09  10:00:00,-16.75,-7.156070902283742 
 02/09  11:00:00,-13.5,-7.03166262893259 
 02/09  12:00:00,-10.75,-6.787191949308721 
 02/09  13:00:00,-9.375,-6.545399283482853 
 02/09  14:00:00,-8.375,-6.456600876727577 
 02/09  15:00:00,-8.0,-6.806854502933779 
 02/09  16:00:00,-8.0,-6.604632532444377 
 02/09  17:00:00,-8.0,-6.460524577030808 
 02/09  18:00:00,-8.625,-6.868016658324162 
 02/09  19:00:00,-10.875,-7.264665473324877 
 02/09  20:00:00,-13.875,-7.543766601120898 
 02/09  21:00:00,-14.375,-7.819725098986621 
 02/09  22:00:00,-14.0,-7.963619091506613 
 02/09  23:00:00,-15.25,-8.250185227152695 
 02/09  24:00:00,-15.375,-8.587332116174136 
 02/10  01:00:00,-14.375,-8.6873050595837 
 02/10  02:00:00,-9.625,-8.597899714244715 
 02/10  03:00:00,-3.875,-8.099341452813317 
 02/10  04:00:00,-2.0,-7.678980695346167 
 02/10  05:00:00,-2.0,-7.562981378855342 
 02/10  06:00:00,-3.25,-7.59965842388142 
 02/10  07:00:00,-3.375,-7.590170737504543 
 02/10  08:00:00,-4.25,-7.479790416780672 
 02/10  09:00:00,-3.125,-6.969269584731738 
 02/10  10:00:00,0.5,-6.493977912974928 
 02/10  11:00:00,2.625,-6.135474872823273 
 02/10  12:00:00,3.625,-5.568868947221895 
 02/10  13:00:00,0.25,-5.177090569379588 
 02/10  14:00:00,-2.625,-5.192145539178129 
 02/10  15:00:00,-3.0,-4.8355761420962 
 02/10  16:00:00,-3.0,-4.75935245925012 
 02/10  17:00:00,-3.0,-4.66414469910547 
 02/10  18:00:00,-3.625,-5.136675026542265 
 02/10  19:00:00,-5.875,-5.709680802968054 
 02/10  20:00:00,-7.0,-5.973390418463957 
 02/10  21:00:00,-7.0,-6.0788679609858839 
 02/10  22:00:00,-7.0,-6.16879143821587 
 02/10  23:00:00,-7.625,-6.3382220945090179 
 02/10  24:00:00,-8.0,-6.55091653827718 
 02/11  01:00:00,-8.0,-6.560750262185037 
 02/11  02:00:00,-8.0,-6.640560743081334 
 02/11  03:00:00,-7.375,-6.660152623320434 
 02/11  04:00:00,-5.75,-6.612818075144455 
 02/11  05:00:00,-3.75,-6.520142272030676 
 02/11  06:00:00,0.125,-6.202185680832325 
 02/11  07:00:00,2.0,-5.713801617831523 
 02/11  08:00:00,-3.0,-5.6212621413939429 
 02/11  09:00:00,-2.875,-4.716800163061815 
 02/11  10:00:00,2.75,-3.59931655463292 
 02/11  11:00:00,5.625,-3.018162213541444 
 02/11  12:00:00,6.625,-2.60594531609492 
 02/11  13:00:00,7.625,-2.271190655608412 
 02/11  14:00:00,8.0,-1.8628712942762813 
 02/11  15:00:00,7.375,-1.8308741900901625 
 02/11  16:00:00,7.0,-1.791752445153438 
 02/11  17:00:00,6.375,-1.6186774222256125 
 02/11  18:00:00,4.125,-1.8775267080160104 
 02/11  19:00:00,2.375,-2.2124008105923367 
 02/11  20:00:00,1.375,-2.3397568896912506 
 02/11  21:00:00,-0.25,-2.465571584422986 
 02/11  22:00:00,-1.625,-2.657144325725435 
